#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   15.820000      0.35094649E-01  0.35175990E-01   0.0000000      0.62535834      0.16395657      0.10364454E-01 -0.11007088     -0.30166660E-02
   15.830000      0.35062451E-01  0.35142411E-01   0.0000000      0.62517482      0.16390486      0.10354640E-01 -0.10982405     -0.30115347E-02
   15.839999      0.35030264E-01  0.35110194E-01   0.0000000      0.62499070      0.16385300      0.10345692E-01 -0.10957724     -0.30064029E-02
   15.849999      0.34998160E-01  0.35079416E-01   0.0000000      0.62480748      0.16380140      0.10335047E-01 -0.10933097     -0.30012927E-02
   15.860000      0.34966063E-01  0.35044584E-01   0.0000000      0.62462360      0.16374965      0.10325555E-01 -0.10908470     -0.29961823E-02
   15.870000      0.34934044E-01  0.35012539E-01   0.0000000      0.62444049      0.16369814      0.10315516E-01 -0.10883896     -0.29910952E-02
   15.880000      0.34902036E-01  0.34980506E-01   0.0000000      0.62425691      0.16364649      0.10305768E-01 -0.10859323     -0.29860083E-02
   15.889999      0.34870114E-01  0.34949906E-01   0.0000000      0.62407398      0.16359507      0.10296334E-01 -0.10834804     -0.29809384E-02
   15.900000      0.34838203E-01  0.34917969E-01   0.0000000      0.62389064      0.16354352      0.10286329E-01 -0.10810285     -0.29758690E-02
   15.910000      0.34806367E-01  0.34884755E-01   0.0000000      0.62370801      0.16349220      0.10276926E-01 -0.10785875     -0.29708245E-02
   15.920000      0.34774542E-01  0.34852903E-01   0.0000000      0.62352484      0.16344075      0.10266951E-01 -0.10761410     -0.29657795E-02
   15.929999      0.34742795E-01  0.34821130E-01   0.0000000      0.62334239      0.16338952      0.10257291E-01 -0.10736999     -0.29607548E-02
   15.940000      0.34711067E-01  0.34790721E-01   0.0000000      0.62315947      0.16333815      0.10247920E-01 -0.10712643     -0.29557301E-02
   15.950000      0.34679405E-01  0.34757689E-01   0.0000000      0.62297726      0.16328704      0.10238291E-01 -0.10688286     -0.29507235E-02
   15.960000      0.34647763E-01  0.34726016E-01   0.0000000      0.62279457      0.16323577      0.10228663E-01 -0.10663985     -0.29457177E-02
   15.969999      0.34616198E-01  0.34693081E-01   0.0000000      0.62261260      0.16318475      0.10218779E-01 -0.10639682     -0.29407339E-02
   15.980000      0.34584645E-01  0.34662846E-01   0.0000000      0.62243015      0.16313358      0.10209181E-01 -0.10615434     -0.29357504E-02
   15.990000      0.34553166E-01  0.34629993E-01   0.0000000      0.62224841      0.16308264      0.10199611E-01 -0.10591241     -0.29307886E-02
   16.000000      0.34521703E-01  0.34599852E-01   0.0000000      0.62206614      0.16303158      0.10190045E-01 -0.10566992     -0.29258272E-02
   16.010000      0.34490313E-01  0.34567088E-01   0.0000000      0.62188464      0.16298075      0.10180791E-01 -0.10542853     -0.29208837E-02
   16.020000      0.34458935E-01  0.34535684E-01   0.0000000      0.62170261      0.16292976      0.10170967E-01 -0.10518660     -0.29159409E-02
   16.029999      0.34427643E-01  0.34504365E-01   0.0000000      0.62152135      0.16287902      0.10161744E-01 -0.10494574     -0.29110187E-02
   16.039999      0.34396358E-01  0.34473054E-01   0.0000000      0.62133956      0.16282816      0.10151953E-01 -0.10470489     -0.29060966E-02
   16.049999      0.34365144E-01  0.34440473E-01   0.0000000      0.62115848      0.16277750      0.10142471E-01 -0.10446458     -0.29011962E-02
   16.059999      0.34333941E-01  0.34410581E-01   0.0000000      0.62097692      0.16272672      0.10133279E-01 -0.10422427     -0.28962961E-02
   16.070000      0.34302820E-01  0.34380779E-01   0.0000000      0.62079608      0.16267616      0.10123827E-01 -0.10398450     -0.28914127E-02
   16.080000      0.34271706E-01  0.34346957E-01   0.0000000      0.62061471      0.16262546      0.10114378E-01 -0.10374472     -0.28865291E-02
   16.090000      0.34240671E-01  0.34315899E-01   0.0000000      0.62043411      0.16257501      0.10104672E-01 -0.10350551     -0.28816690E-02
   16.100000      0.34209643E-01  0.34286182E-01   0.0000000      0.62025309      0.16252440      0.10095253E-01 -0.10326628     -0.28768084E-02
   16.109999      0.34178697E-01  0.34255214E-01   0.0000000      0.62007266      0.16247405      0.10085861E-01 -0.10302759     -0.28719672E-02
   16.119999      0.34147762E-01  0.34224253E-01   0.0000000      0.61989182      0.16242354      0.10077325E-01 -0.10278891     -0.28671257E-02
   16.129999      0.34116898E-01  0.34192022E-01   0.0000000      0.61971164      0.16237327      0.10067109E-01 -0.10255076     -0.28623051E-02
   16.139999      0.34086049E-01  0.34161147E-01   0.0000000      0.61953098      0.16232286      0.10057747E-01 -0.10231262     -0.28574839E-02
   16.150000      0.34055270E-01  0.34130342E-01   0.0000000      0.61935109      0.16227269      0.10048698E-01 -0.10207503     -0.28526823E-02
   16.160000      0.34024507E-01  0.34099557E-01   0.0000000      0.61917067      0.16222239      0.10039082E-01 -0.10183796     -0.28478811E-02
   16.170000      0.33993818E-01  0.34068841E-01   0.0000000      0.61899096      0.16217229      0.10030060E-01 -0.10160090     -0.28430985E-02
   16.180000      0.33963140E-01  0.34040812E-01   0.0000000      0.61881071      0.16212207      0.10021042E-01 -0.10136385     -0.28383157E-02
   16.190001      0.33932537E-01  0.34007512E-01   0.0000000      0.61863130      0.16207209      0.10011197E-01 -0.10112733     -0.28335552E-02
   16.199999      0.33901952E-01  0.33975564E-01   0.0000000      0.61845130      0.16202195      0.10001923E-01 -0.10089135     -0.28287943E-02
   16.209999      0.33871431E-01  0.33945020E-01   0.0000000      0.61827207      0.16197205      0.99926740E-02 -0.10065537     -0.28240506E-02
   16.219999      0.33840925E-01  0.33914484E-01   0.0000000      0.61809224      0.16192201      0.99834297E-02 -0.10041940     -0.28193071E-02
   16.230000      0.33810493E-01  0.33884030E-01   0.0000000      0.61791325      0.16187221      0.99742096E-02 -0.10018451     -0.28145849E-02
   16.240000      0.33780072E-01  0.33853587E-01   0.0000000      0.61773372      0.16182227      0.99652763E-02 -0.99949069E-01 -0.28098631E-02
   16.250000      0.33749722E-01  0.33821881E-01   0.0000000      0.61755496      0.16177256      0.99558011E-02 -0.99714182E-01 -0.28051590E-02
   16.260000      0.33719387E-01  0.33792853E-01   0.0000000      0.61737561      0.16172270      0.99468948E-02 -0.99479832E-01 -0.28004549E-02
   16.270000      0.33689126E-01  0.33763900E-01   0.0000000      0.61719710      0.16167308      0.99382987E-02 -0.99245489E-01 -0.27957705E-02
   16.279999      0.33658877E-01  0.33730958E-01   0.0000000      0.61701804      0.16162333      0.99282898E-02 -0.99011675E-01 -0.27910857E-02
   16.289999      0.33628698E-01  0.33700757E-01   0.0000000      0.61683971      0.16157380      0.99191545E-02 -0.98777868E-01 -0.27864219E-02
   16.299999      0.33598531E-01  0.33670567E-01   0.0000000      0.61666083      0.16152412      0.99100210E-02 -0.98544605E-01 -0.27817581E-02
   16.309999      0.33568442E-01  0.33640452E-01   0.0000000      0.61648268      0.16147467      0.99009136E-02 -0.98311335E-01 -0.27771103E-02
   16.320000      0.33538356E-01  0.33611678E-01   0.0000000      0.61630404      0.16142511      0.98918099E-02 -0.98078616E-01 -0.27724626E-02
   16.330000      0.33508345E-01  0.33580307E-01   0.0000000      0.61612612      0.16137576      0.98827304E-02 -0.97845890E-01 -0.27678367E-02
   16.340000      0.33478346E-01  0.33550289E-01   0.0000000      0.61594772      0.16132627      0.98736547E-02 -0.97613707E-01 -0.27632108E-02
   16.350000      0.33448420E-01  0.33520337E-01   0.0000000      0.61577010      0.16127703      0.98646032E-02 -0.97381532E-01 -0.27586019E-02
   16.359999      0.33418506E-01  0.33491727E-01   0.0000000      0.61559188      0.16122763      0.98564019E-02 -0.97149886E-01 -0.27539933E-02
   16.369999      0.33388663E-01  0.33460531E-01   0.0000000      0.61541444      0.16117845      0.98468140E-02 -0.96918248E-01 -0.27494030E-02
   16.379999      0.33358831E-01  0.33430677E-01   0.0000000      0.61523652      0.16112915      0.98383566E-02 -0.96687153E-01 -0.27448132E-02
   16.389999      0.33329073E-01  0.33399567E-01   0.0000000      0.61505926      0.16108008      0.98287957E-02 -0.96456595E-01 -0.27402418E-02
   16.400000      0.33299319E-01  0.33371117E-01   0.0000000      0.61488158      0.16103086      0.98195197E-02 -0.96225500E-01 -0.27356700E-02
   16.410000      0.33269648E-01  0.33340093E-01   0.0000000      0.61470455      0.16098186      0.98108323E-02 -0.95995478E-01 -0.27311188E-02
   16.420000      0.33239976E-01  0.33310398E-01   0.0000000      0.61452705      0.16093275      0.98015843E-02 -0.95764928E-01 -0.27265679E-02
   16.430000      0.33210378E-01  0.33280782E-01   0.0000000      0.61435026      0.16088384      0.97926417E-02 -0.95535457E-01 -0.27220335E-02
   16.440001      0.33180796E-01  0.33251174E-01   0.0000000      0.61417300      0.16083480      0.97837020E-02 -0.95305443E-01 -0.27174989E-02
   16.449999      0.33151284E-01  0.33221640E-01   0.0000000      0.61399645      0.16078600      0.97747892E-02 -0.95076509E-01 -0.27129834E-02
   16.459999      0.33121783E-01  0.33192117E-01   0.0000000      0.61381942      0.16073705      0.97658765E-02 -0.94847575E-01 -0.27084677E-02
   16.469999      0.33092353E-01  0.33162661E-01   0.0000000      0.61364305      0.16068834      0.97569898E-02 -0.94618641E-01 -0.27039722E-02
   16.480000      0.33062931E-01  0.33131894E-01   0.0000000      0.61346620      0.16063949      0.97481050E-02 -0.94390258E-01 -0.26994764E-02
   16.490000      0.33033583E-01  0.33102524E-01   0.0000000      0.61329007      0.16059084      0.97392434E-02 -0.94161868E-01 -0.26949968E-02
   16.500000      0.33004243E-01  0.33073161E-01   0.0000000      0.61311352      0.16054209      0.97303856E-02 -0.93934022E-01 -0.26905171E-02
   16.510000      0.32974973E-01  0.33043869E-01   0.0000000      0.61293763      0.16049354      0.97215520E-02 -0.93706712E-01 -0.26860547E-02
   16.520000      0.32945715E-01  0.33014584E-01   0.0000000      0.61276126      0.16044486      0.97127203E-02 -0.93478873E-01 -0.26815927E-02
   16.529999      0.32916531E-01  0.32985382E-01   0.0000000      0.61258554      0.16039640      0.97039137E-02 -0.93252108E-01 -0.26771517E-02
   16.539999      0.32887358E-01  0.32956187E-01   0.0000000      0.61240947      0.16034782      0.96951108E-02 -0.93024805E-01 -0.26727107E-02
   16.549999      0.32858253E-01  0.32927059E-01   0.0000000      0.61223406      0.16029945      0.96863294E-02 -0.92798576E-01 -0.26682860E-02
   16.559999      0.32829154E-01  0.32899261E-01   0.0000000      0.61205810      0.16025095      0.96778320E-02 -0.92571817E-01 -0.26638608E-02
   16.570000      0.32800127E-01  0.32868888E-01   0.0000000      0.61188287      0.16020267      0.96687973E-02 -0.92346132E-01 -0.26594549E-02
   16.580000      0.32771107E-01  0.32838523E-01   0.0000000      0.61170715      0.16015425      0.96600465E-02 -0.92119917E-01 -0.26550493E-02
   16.590000      0.32742165E-01  0.32809563E-01   0.0000000      0.61153221      0.16010606      0.96513182E-02 -0.91894776E-01 -0.26506591E-02
   16.600000      0.32713231E-01  0.32780603E-01   0.0000000      0.61135674      0.16005772      0.96425926E-02 -0.91669634E-01 -0.26462693E-02
   16.609999      0.32684367E-01  0.32753039E-01   0.0000000      0.61118197      0.16000962      0.96338922E-02 -0.91444500E-01 -0.26418993E-02
   16.619999      0.32655507E-01  0.32722838E-01   0.0000000      0.61100668      0.15996139      0.96251937E-02 -0.91219902E-01 -0.26375295E-02
   16.629999      0.32626722E-01  0.32695349E-01   0.0000000      0.61083215      0.15991336      0.96170781E-02 -0.90995304E-01 -0.26331758E-02
   16.639999      0.32597944E-01  0.32665230E-01   0.0000000      0.61065710      0.15986522      0.96078450E-02 -0.90770714E-01 -0.26288221E-02
   16.650000      0.32569233E-01  0.32636501E-01   0.0000000      0.61048281      0.15981728      0.95991958E-02 -0.90547197E-01 -0.26244873E-02
   16.660000      0.32540537E-01  0.32607779E-01   0.0000000      0.61030799      0.15976922      0.95905494E-02 -0.90323143E-01 -0.26201522E-02
   16.670000      0.32511905E-01  0.32580446E-01   0.0000000      0.61013383      0.15972137      0.95824851E-02 -0.90100177E-01 -0.26158334E-02
   16.680000      0.32483287E-01  0.32550488E-01   0.0000000      0.60995924      0.15967339      0.95733041E-02 -0.89876659E-01 -0.26115149E-02
   16.690001      0.32454740E-01  0.32521918E-01   0.0000000      0.60978538      0.15962563      0.95647071E-02 -0.89653693E-01 -0.26072143E-02
   16.699999      0.32426205E-01  0.32492045E-01   0.0000000      0.60961103      0.15957774      0.95561137E-02 -0.89431264E-01 -0.26029143E-02
   16.709999      0.32397728E-01  0.32464869E-01   0.0000000      0.60943741      0.15953007      0.95475418E-02 -0.89208826E-01 -0.25986284E-02
   16.719999      0.32369267E-01  0.32435067E-01   0.0000000      0.60926324      0.15948227      0.95389728E-02 -0.88986941E-01 -0.25943427E-02
   16.730000      0.32340877E-01  0.32407969E-01   0.0000000      0.60908979      0.15943466      0.95304251E-02 -0.88765055E-01 -0.25900751E-02
   16.740000      0.32312490E-01  0.32379564E-01   0.0000000      0.60891587      0.15938695      0.95221605E-02 -0.88543169E-01 -0.25858076E-02
   16.750000      0.32284174E-01  0.32349914E-01   0.0000000      0.60874265      0.15933944      0.95133614E-02 -0.88321820E-01 -0.25815594E-02
   16.760000      0.32255866E-01  0.32322899E-01   0.0000000      0.60856897      0.15929182      0.95054004E-02 -0.88100471E-01 -0.25773109E-02
   16.770000      0.32227632E-01  0.32293331E-01   0.0000000      0.60839599      0.15924440      0.94963480E-02 -0.87880209E-01 -0.25730771E-02
   16.779999      0.32199405E-01  0.32265078E-01   0.0000000      0.60822254      0.15919684      0.94878552E-02 -0.87659404E-01 -0.25688433E-02
   16.789999      0.32171246E-01  0.32236900E-01   0.0000000      0.60804975      0.15914951      0.94793858E-02 -0.87439150E-01 -0.25646291E-02
   16.799999      0.32143097E-01  0.32208733E-01   0.0000000      0.60787648      0.15910204      0.94709173E-02 -0.87218881E-01 -0.25604148E-02
   16.809999      0.32115009E-01  0.32180622E-01   0.0000000      0.60770392      0.15905480      0.94624739E-02 -0.86999156E-01 -0.25562164E-02
   16.820000      0.32086935E-01  0.32151219E-01   0.0000000      0.60753089      0.15900742      0.94540305E-02 -0.86779438E-01 -0.25520183E-02
   16.830000      0.32058928E-01  0.32123189E-01   0.0000000      0.60735857      0.15896024      0.94456095E-02 -0.86560257E-01 -0.25478369E-02
   16.840000      0.32030929E-01  0.32096483E-01   0.0000000      0.60718578      0.15891294      0.94371922E-02 -0.86341083E-01 -0.25436550E-02
   16.850000      0.32003004E-01  0.32069843E-01   0.0000000      0.60701370      0.15886587      0.94293542E-02 -0.86122446E-01 -0.25394901E-02
   16.859999      0.31975083E-01  0.32039285E-01   0.0000000      0.60684109      0.15881866      0.94204070E-02 -0.85904345E-01 -0.25353252E-02
